model,speakerID,intendedAudience,chainNum,alpha,costWeight,word1word2_score,word1_score,word2_score
hierarchical,1,own,28,12,7,0.00023448485191231025,1.068739036713862e-8,0.9996615679977828
hierarchical,1,other,28,12,7,0.01710824026929717,0.0000018474531959212254,0.8892604023785936
hierarchical,2,own,28,12,7,0.9875484783853913,1.10044429819159e-7,0.012451411570181961
hierarchical,2,other,28,12,7,0.9989634680749905,0.000002421675842556911,0.001034110249169066
hierarchical,3,own,28,12,7,0.9995014822045292,0.0000049582792768142776,0.0004935595161946938
hierarchical,3,other,28,12,7,0.9997280217995461,0.00026931747510341097,0.00000266072535305054
hierarchical,4,own,28,12,7,0.9897495909026052,0.00002560553346350558,0.010224770050800235
hierarchical,4,other,28,12,7,0.9684909174613685,0.000018260510001085984,0.03149075478989265
hierarchical,1,own,29,12,7,0.0008447811393807733,0.000005064443166508377,0.10570929700302845
hierarchical,1,other,29,12,7,0.0000011168203112558757,3.0143999195258596e-8,0.0015176692091034038
hierarchical,2,own,29,12,7,2.3643688378540686e-10,8.792027736401293e-9,1.8810665850759425e-10
hierarchical,2,other,29,12,7,9.314562082786122e-11,2.3579477197492808e-8,1.0648863978869641e-9
hierarchical,3,own,29,12,7,0.021137687659600286,1.0098512638425408e-13,0.9788623123402982
hierarchical,3,other,29,12,7,0.023755971548965155,2.323636256483562e-11,0.9762440284278
hierarchical,4,own,29,12,7,0.997349973849514,0.002477526586438856,0.0001724995634828665
hierarchical,4,other,29,12,7,0.9997586396913983,0.00006946290114315485,0.00017189740745732335
hierarchical,1,own,2,12,7,0.00006242048201948604,0.9999375795179817,6.244461693966916e-23
hierarchical,1,other,2,12,7,0.00001969740336361514,0.999980302596637,1.1438751506352817e-21
hierarchical,2,own,2,12,7,0.00029486044108125006,0.9997051395589203,6.59856041734553e-17
hierarchical,2,other,2,12,7,0.00012169393070512355,0.9998783060692938,1.3320916803964756e-15
hierarchical,3,own,2,12,7,0.8353000667161602,0.16469993016574594,3.118096628174375e-9
hierarchical,3,other,2,12,7,0.37538078684876147,0.624619210600344,2.5508943396109682e-9
hierarchical,4,own,2,12,7,0.9935927385331509,0.006376647001743904,0.00003061446510825547
hierarchical,4,other,2,12,7,0.9791847916338485,0.0208150859112896,1.2245485974182718e-7
hierarchical,1,own,30,12,7,0.2599176867266576,0.7400823132665367,6.805415173090158e-12
hierarchical,1,other,30,12,7,0.11180696812762472,0.8881930318708878,1.4893284216766728e-12
hierarchical,2,own,30,12,7,0.9975127292555385,0.0013174208219552438,0.0011698499225048784
hierarchical,2,other,30,12,7,0.999593623804558,0.000050761933077722425,0.0003556142623634434
hierarchical,3,own,30,12,7,0.0024779964927032815,0.997522003507285,1.765428825134978e-14
hierarchical,3,other,30,12,7,0.008105112447136261,0.9918948875528237,4.2965371160601294e-14
hierarchical,4,own,30,12,7,0.0005662373048067647,0.9994337626951906,1.077559059477597e-16
hierarchical,4,other,30,12,7,0.012397384775134142,0.9876026152242706,5.997020320166732e-13
hierarchical,1,own,31,12,7,0.9950543118887643,0.000017146262643116316,0.004928541846007198
hierarchical,1,other,31,12,7,0.9987061731608103,1.874196045883832e-7,0.001293639418771343
hierarchical,2,own,31,12,7,0.22569814210756328,1.7712506560333497e-10,0.774301857715312
hierarchical,2,other,31,12,7,0.04587955608236358,6.392985442741403e-12,0.9541204439112444
hierarchical,3,own,31,12,7,0.9996805463954012,0.000014818480473880794,0.0003046351241274472
hierarchical,3,other,31,12,7,0.9994711245564514,0.000006132557159367583,0.0005227428863867482
hierarchical,4,own,31,12,7,0.244769605126027,1.7052096178205972e-11,0.7552303948569161
hierarchical,4,other,31,12,7,0.5395357484378028,9.416520560462126e-10,0.4604642506205426
hierarchical,1,own,32,12,7,0.9989910995212021,0.000524276811728902,0.00048462366706681926
hierarchical,1,other,32,12,7,0.9996004647120043,0.000012283443055847251,0.00038725184494321053
hierarchical,2,own,32,12,7,0.9999391546776937,0.000033383434141189085,0.000027461888164581032
hierarchical,2,other,32,12,7,0.9998777033434719,0.00010953913088912192,0.000012757525636143711
hierarchical,3,own,32,12,7,0.8934795979697588,0.10652037274846245,2.9281777096057767e-8
hierarchical,3,other,32,12,7,0.9984003840600675,0.001576631390433893,0.000022984549502170947
hierarchical,4,own,32,12,7,0.9969206795838718,0.00007335990451289458,0.0030059605116175034
hierarchical,4,other,32,12,7,0.9985002122117173,0.000003089780598586659,0.0014966980076823436
hierarchical,1,own,33,12,7,0.32671717089455665,6.317427501207669e-8,0.6694042481102
hierarchical,1,other,33,12,7,0.4877536650775737,3.22021155637696e-8,0.5122462608374063
hierarchical,2,own,33,12,7,0.9332524533261454,6.32980752989171e-8,0.06674748337572764
hierarchical,2,other,33,12,7,0.8402443285368029,3.0936145230204526e-7,0.1597553621015654
hierarchical,3,own,33,12,7,0.9471614310075044,5.977462775558643e-9,0.05283856301503054
hierarchical,3,other,33,12,7,0.6595055230467077,3.9668225807256573e-10,0.34049447655661275
hierarchical,4,own,33,12,7,0.7178031517274331,4.0558529537157457e-10,0.2821968478669801
hierarchical,4,other,33,12,7,0.5137227632150689,3.6968494794805965e-11,0.4862772367479666
hierarchical,1,own,3,12,7,0.0019202594179999423,0.0006980935111603064,0.000004416514984453308
hierarchical,1,other,3,12,7,6.873119048878912e-7,2.0737604368929727e-9,1.0931334606074188e-7
hierarchical,2,own,3,12,7,1.2002861921305456e-24,1.786656345551907e-24,3.2550067049779475e-14
hierarchical,2,other,3,12,7,2.1395552413317153e-25,3.6062655171943527e-26,1.787997632337093e-16
hierarchical,3,own,3,12,7,0.9993486959242012,0.0005600259019564442,0.00009127817384182237
hierarchical,3,other,3,12,7,0.9997303677629866,0.0002348475889338579,0.000034784648083064066
hierarchical,4,own,3,12,7,0.21746836444507284,0.7825047161549028,0.000026919345946152768
hierarchical,4,other,3,12,7,0.5877510814456754,0.41224843365242764,4.84885752097782e-7
hierarchical,1,own,4,12,7,0.9980748925947289,0.000007141641575822624,0.0019179657636926065
hierarchical,1,other,4,12,7,0.9917519949205608,4.3823319494754433e-7,0.008247566846244175
hierarchical,2,own,4,12,7,0.9994482553436465,0.00047099068492665827,0.00008075397142511655
hierarchical,2,other,4,12,7,0.9910341821381374,0.008949263118082943,0.000016554743782919367
hierarchical,3,own,4,12,7,0.9998462874654731,0.00006505856336721357,0.00008865397115626006
hierarchical,3,other,4,12,7,0.9901268035016291,0.0000013130402072959146,0.009871883458161475
hierarchical,4,own,4,12,7,0.36039725789984817,5.896838248782471e-12,0.6396027420942514
hierarchical,4,other,4,12,7,0.023807506503781068,1.3101654731458685e-14,0.9761924934962021
hierarchical,1,own,5,12,7,0.7849756860770268,1.2762559449891696e-9,0.21502431264671817
hierarchical,1,other,5,12,7,0.6991441072474587,1.9334793863285196e-7,0.3008556994046062
hierarchical,2,own,5,12,7,0.9992306635543539,0.0007680348895519008,0.0000013015560942627284
hierarchical,2,other,5,12,7,0.9933598370641913,0.006639257577630155,9.05358179670889e-7
hierarchical,3,own,5,12,7,0.2796875346697083,0.7203124615873049,3.7429876141287645e-9
hierarchical,3,other,5,12,7,0.309933834193527,0.69006616580059,5.885685973171971e-12
hierarchical,4,own,5,12,7,0.983818569775387,0.016163448161874112,0.000017982062741924898
hierarchical,4,other,5,12,7,0.9910752770065091,0.008912625193180122,0.000012097800311818277
hierarchical,1,own,6,12,7,0.02220217269039856,0.977797827272261,3.734721025498859e-11
hierarchical,1,other,6,12,7,0.07717902985637404,0.9228209695830609,5.605703928282616e-10
hierarchical,2,own,6,12,7,0.04271663861309896,0.9572833613868494,5.2474664971925843e-14
hierarchical,2,other,6,12,7,0.01034511821523704,0.9896548817847576,7.904541537019771e-15
hierarchical,3,own,6,12,7,0.9821001254047628,0.017899586564613313,2.8803062091751053e-7
hierarchical,3,other,6,12,7,0.7169574443597844,0.28304224883353124,3.0680668303066743e-7
hierarchical,4,own,6,12,7,0.5718421357395457,0.42815786035564607,3.904804775334967e-9
hierarchical,4,other,6,12,7,0.7917775957183352,0.20822228970724613,1.1457441803115748e-7
hierarchical,1,own,7,12,7,0.8492772750513324,2.0213082616755238e-7,0.15072252281783946
hierarchical,1,other,7,12,7,0.883369097308714,0.000001060496758839323,0.1166298421945292
hierarchical,2,own,7,12,7,0.9981785700110621,0.0016895558166285724,0.00013187417230632533
hierarchical,2,other,7,12,7,0.990463369979612,0.00025740039147430845,0.009279229628916816
hierarchical,3,own,7,12,7,0.9987286949714971,0.0012578318792164738,0.000013473149288059753
hierarchical,3,other,7,12,7,0.9248498736937713,0.07514910168167767,0.000001024624548519851
hierarchical,4,own,7,12,7,0.9674285683229764,0.03257136263705544,6.903996850898613e-8
hierarchical,4,other,7,12,7,0.5117391947271037,0.48826015788340676,6.473894875185216e-7
hierarchical,1,own,8,12,7,0.02646089663175653,1.3477099019541278e-11,0.9735391033547695
hierarchical,1,other,8,12,7,0.06137808493397053,6.970284720240719e-12,0.9386219150590572
hierarchical,2,own,8,12,7,0.9995090206483953,0.0003541004599342931,0.00013687889167350952
hierarchical,2,other,8,12,7,0.9657441275377527,0.03425483622444524,0.0000010362378052444668
hierarchical,3,own,8,12,7,0.9074773422119754,0.000004487215782362279,0.09251817057224374
hierarchical,3,other,8,12,7,0.999197288503317,0.000014533957378218408,0.000788177539308017
hierarchical,4,own,8,12,7,0.9886367057981225,0.010005007266995646,0.0013582869348825893
hierarchical,4,other,8,12,7,0.999408202992124,0.0004337453804298116,0.0001580516274451342
hierarchical,1,own,9,12,7,0.8396117509262627,0.1603881027423341,1.4633140605113763e-7
hierarchical,1,other,9,12,7,0.9971586582668984,0.002841034730568134,3.0700253598184313e-7
hierarchical,2,own,9,12,7,0.9893739023834862,0.010625989502551716,1.0811395744908694e-7
hierarchical,2,other,9,12,7,0.9584736623736936,0.04152608449785029,2.531282635222771e-7
hierarchical,3,own,9,12,7,0.8874359023192713,0.11256400186782471,9.581290261920765e-8
hierarchical,3,other,9,12,7,0.9162126036479963,0.08378737968108718,1.6670919656886536e-8
hierarchical,4,own,9,12,7,0.9994470220737895,0.0005427340471562014,0.00001024387905711928
hierarchical,4,other,9,12,7,0.9993180095215605,0.0006778121390753344,0.0000041783393629224635
