scale, iterationNum, trialNum,                  condition,partnerID,partner,val
0.5,48,12,2,partner2,group1,0.3
0.5,48,12,2,partner2,group2,0.7
0.5,48,12,2,partner3,group1,0.50625
0.5,48,12,2,partner3,group2,0.49375
0.5,48,12,2,partner4,group1,0.497375
0.5,48,12,2,partner4,group2,0.502625
0.5,48,13,3,partner1,group1,1
0.5,48,13,3,partner2,group1,0.3195
0.5,48,13,3,partner2,group2,0.6805
0.5,48,13,3,partner3,group1,0.49175
0.5,48,13,3,partner3,group2,0.50825
0.5,48,13,3,partner4,group1,0.5185
0.5,48,13,3,partner4,group2,0.4815
0.5,48,14,3,partner1,group1,1
0.5,48,14,3,partner2,group1,0.29725
0.5,48,14,3,partner2,group2,0.70275
0.5,48,14,3,partner3,group1,0.684
0.5,48,14,3,partner3,group2,0.316
0.5,48,14,3,partner4,group1,0.457125
0.5,48,14,3,partner4,group2,0.542875
0.5,48,15,3,partner1,group1,1
0.5,48,15,3,partner2,group1,0.313375
0.5,48,15,3,partner2,group2,0.686625
0.5,48,15,3,partner3,group1,0.6285
0.5,48,15,3,partner3,group2,0.3715
0.5,48,15,3,partner4,group1,0.48725
0.5,48,15,3,partner4,group2,0.51275
0.5,48,16,3,partner1,group1,1
0.5,48,16,3,partner2,group1,0.25975
0.5,48,16,3,partner2,group2,0.74025
0.5,48,16,3,partner3,group1,0.693125
0.5,48,16,3,partner3,group2,0.306875
0.5,48,16,3,partner4,group1,0.49
0.5,48,16,3,partner4,group2,0.51
0.5,48,17,3,partner1,group1,1
0.5,48,17,3,partner2,group1,0.33725
0.5,48,17,3,partner2,group2,0.66275
0.5,48,17,3,partner3,group1,0.64025
0.5,48,17,3,partner3,group2,0.35975
0.5,48,17,3,partner4,group1,0.467625
0.5,48,17,3,partner4,group2,0.532375
0.5,48,18,3,partner1,group1,1
0.5,48,18,3,partner2,group1,0.316375
0.5,48,18,3,partner2,group2,0.683625
0.5,48,18,3,partner3,group1,0.709
0.5,48,18,3,partner3,group2,0.291
0.5,48,18,3,partner4,group1,0.488375
0.5,48,18,3,partner4,group2,0.511625
0.5,48,19,4,partner1,group1,1
0.5,48,19,4,partner2,group1,0.352
0.5,48,19,4,partner2,group2,0.648
0.5,48,19,4,partner3,group1,0.65975
0.5,48,19,4,partner3,group2,0.34025
0.5,48,19,4,partner4,group1,0.543625
0.5,48,19,4,partner4,group2,0.456375
0.5,48,20,4,partner1,group1,1
0.5,48,20,4,partner2,group1,0.3345
0.5,48,20,4,partner2,group2,0.6655
0.5,48,20,4,partner3,group1,0.70325
0.5,48,20,4,partner3,group2,0.29675
0.5,48,20,4,partner4,group1,0.340375
0.5,48,20,4,partner4,group2,0.659625
0.5,48,21,4,partner1,group1,1
0.5,48,21,4,partner2,group1,0.37975
0.5,48,21,4,partner2,group2,0.62025
0.5,48,21,4,partner3,group1,0.599875
0.5,48,21,4,partner3,group2,0.400125
0.5,48,21,4,partner4,group1,0.425125
0.5,48,21,4,partner4,group2,0.574875
0.5,48,22,4,partner1,group1,1
0.5,48,22,4,partner2,group1,0.363125
0.5,48,22,4,partner2,group2,0.636875
0.5,48,22,4,partner3,group1,0.645625
0.5,48,22,4,partner3,group2,0.354375
0.5,48,22,4,partner4,group1,0.371875
0.5,48,22,4,partner4,group2,0.628125
0.5,48,23,4,partner1,group1,1
0.5,48,23,4,partner2,group1,0.3825
0.5,48,23,4,partner2,group2,0.6175
0.5,48,23,4,partner3,group1,0.691875
0.5,48,23,4,partner3,group2,0.308125
0.5,48,23,4,partner4,group1,0.274
0.5,48,23,4,partner4,group2,0.726
0.5,48,24,4,partner1,group1,1
0.5,48,24,4,partner2,group1,0.313
0.5,48,24,4,partner2,group2,0.687
0.5,48,24,4,partner3,group1,0.710375
0.5,48,24,4,partner3,group2,0.289625
0.5,48,24,4,partner4,group1,0.305625
0.5,48,24,4,partner4,group2,0.694375
0.5,49,1,1,partner1,group1,1
0.5,49,1,1,partner2,group1,0.459875
0.5,49,1,1,partner2,group2,0.540125
0.5,49,1,1,partner3,group1,0.477375
0.5,49,1,1,partner3,group2,0.522625
0.5,49,1,1,partner4,group1,0.459375
0.5,49,1,1,partner4,group2,0.540625
0.5,49,2,1,partner1,group1,1
0.5,49,2,1,partner2,group1,0.53075
0.5,49,2,1,partner2,group2,0.46925
0.5,49,2,1,partner3,group1,0.520125
0.5,49,2,1,partner3,group2,0.479875
0.5,49,2,1,partner4,group1,0.46275
0.5,49,2,1,partner4,group2,0.53725
0.5,49,3,1,partner1,group1,1
0.5,49,3,1,partner2,group1,0.53725
0.5,49,3,1,partner2,group2,0.46275
0.5,49,3,1,partner3,group1,0.48925
0.5,49,3,1,partner3,group2,0.51075
0.5,49,3,1,partner4,group1,0.549625
0.5,49,3,1,partner4,group2,0.450375
0.5,49,4,1,partner1,group1,1
0.5,49,4,1,partner2,group1,0.485875
0.5,49,4,1,partner2,group2,0.514125
0.5,49,4,1,partner3,group1,0.4995
0.5,49,4,1,partner3,group2,0.5005
0.5,49,4,1,partner4,group1,0.536875
0.5,49,4,1,partner4,group2,0.463125
0.5,49,5,1,partner1,group1,1
0.5,49,5,1,partner2,group1,0.49875
0.5,49,5,1,partner2,group2,0.50125
0.5,49,5,1,partner3,group1,0.457
0.5,49,5,1,partner3,group2,0.543
0.5,49,5,1,partner4,group1,0.494125
0.5,49,5,1,partner4,group2,0.505875
0.5,49,6,1,partner1,group1,1
0.5,49,6,1,partner2,group1,0.507625
0.5,49,6,1,partner2,group2,0.492375
0.5,49,6,1,partner3,group1,0.49525
0.5,49,6,1,partner3,group2,0.50475
0.5,49,6,1,partner4,group1,0.528625
0.5,49,6,1,partner4,group2,0.471375
0.5,49,7,2,partner1,group1,1
0.5,49,7,2,partner2,group1,0.5625
0.5,49,7,2,partner2,group2,0.4375
0.5,49,7,2,partner3,group1,0.53825
0.5,49,7,2,partner3,group2,0.46175
0.5,49,7,2,partner4,group1,0.486875
0.5,49,7,2,partner4,group2,0.513125
0.5,49,8,2,partner1,group1,1
0.5,49,8,2,partner2,group1,0.337875
0.5,49,8,2,partner2,group2,0.662125
0.5,49,8,2,partner3,group1,0.547875
0.5,49,8,2,partner3,group2,0.452125
0.5,49,8,2,partner4,group1,0.491125
0.5,49,8,2,partner4,group2,0.508875
0.5,49,9,2,partner1,group1,1
0.5,49,9,2,partner2,group1,0.287
0.5,49,9,2,partner2,group2,0.713
0.5,49,9,2,partner3,group1,0.438
0.5,49,9,2,partner3,group2,0.562
0.5,49,9,2,partner4,group1,0.4245
0.5,49,9,2,partner4,group2,0.5755
0.5,49,10,2,partner1,group1,1
0.5,49,10,2,partner2,group1,0.337375
0.5,49,10,2,partner2,group2,0.662625
0.5,49,10,2,partner3,group1,0.51825
0.5,49,10,2,partner3,group2,0.48175
0.5,49,10,2,partner4,group1,0.513125
0.5,49,10,2,partner4,group2,0.486875
0.5,49,11,2,partner1,group1,1
0.5,49,11,2,partner2,group1,0.3055
0.5,49,11,2,partner2,group2,0.6945
0.5,49,11,2,partner3,group1,0.522125
0.5,49,11,2,partner3,group2,0.477875
0.5,49,11,2,partner4,group1,0.481375
0.5,49,11,2,partner4,group2,0.518625
0.5,49,12,2,partner1,group1,1
0.5,49,12,2,partner2,group1,0.331125
0.5,49,12,2,partner2,group2,0.668875
0.5,49,12,2,partner3,group1,0.452875
0.5,49,12,2,partner3,group2,0.547125
0.5,49,12,2,partner4,group1,0.493
0.5,49,12,2,partner4,group2,0.507
0.5,49,13,3,partner1,group1,1
0.5,49,13,3,partner2,group1,0.266125
0.5,49,13,3,partner2,group2,0.733875
0.5,49,13,3,partner3,group1,0.4995
0.5,49,13,3,partner3,group2,0.5005
0.5,49,13,3,partner4,group1,0.51375
0.5,49,13,3,partner4,group2,0.48625
0.5,49,14,3,partner1,group1,1
0.5,49,14,3,partner2,group1,0.31825
0.5,49,14,3,partner2,group2,0.68175
0.5,49,14,3,partner3,group1,0.609
0.5,49,14,3,partner3,group2,0.391
0.5,49,14,3,partner4,group1,0.498625
0.5,49,14,3,partner4,group2,0.501375
0.5,49,15,3,partner1,group1,1
0.5,49,15,3,partner2,group1,0.27075
0.5,49,15,3,partner2,group2,0.72925
0.5,49,15,3,partner3,group1,0.66225
0.5,49,15,3,partner3,group2,0.33775
0.5,49,15,3,partner4,group1,0.450875
0.5,49,15,3,partner4,group2,0.549125
0.5,49,16,3,partner1,group1,1
0.5,49,16,3,partner2,group1,0.333375
0.5,49,16,3,partner2,group2,0.666625
0.5,49,16,3,partner3,group1,0.62525
0.5,49,16,3,partner3,group2,0.37475
0.5,49,16,3,partner4,group1,0.514125
0.5,49,16,3,partner4,group2,0.485875
0.5,49,17,3,partner1,group1,1
0.5,49,17,3,partner2,group1,0.368875
0.5,49,17,3,partner2,group2,0.631125
0.5,49,17,3,partner3,group1,0.627625
0.5,49,17,3,partner3,group2,0.372375
0.5,49,17,3,partner4,group1,0.538125
0.5,49,17,3,partner4,group2,0.461875
0.5,49,18,3,partner1,group1,1
0.5,49,18,3,partner2,group1,0.338375
0.5,49,18,3,partner2,group2,0.661625
0.5,49,18,3,partner3,group1,0.65125
0.5,49,18,3,partner3,group2,0.34875
0.5,49,18,3,partner4,group1,0.55725
0.5,49,18,3,partner4,group2,0.44275
0.5,49,19,4,partner1,group1,1
0.5,49,19,4,partner2,group1,0.346875
0.5,49,19,4,partner2,group2,0.653125
0.5,49,19,4,partner3,group1,0.65925
0.5,49,19,4,partner3,group2,0.34075
0.5,49,19,4,partner4,group1,0.51125
0.5,49,19,4,partner4,group2,0.48875
0.5,49,20,4,partner1,group1,1
0.5,49,20,4,partner2,group1,0.32275
0.5,49,20,4,partner2,group2,0.67725
0.5,49,20,4,partner3,group1,0.704375
0.5,49,20,4,partner3,group2,0.295625
0.5,49,20,4,partner4,group1,0.352875
0.5,49,20,4,partner4,group2,0.647125
0.5,49,21,4,partner1,group1,1
0.5,49,21,4,partner2,group1,0.3485
0.5,49,21,4,partner2,group2,0.6515
0.5,49,21,4,partner3,group1,0.710125
0.5,49,21,4,partner3,group2,0.289875
0.5,49,21,4,partner4,group1,0.344625
0.5,49,21,4,partner4,group2,0.655375
0.5,49,22,4,partner1,group1,1
0.5,49,22,4,partner2,group1,0.3795
0.5,49,22,4,partner2,group2,0.6205
0.5,49,22,4,partner3,group1,0.62175
0.5,49,22,4,partner3,group2,0.37825
0.5,49,22,4,partner4,group1,0.36375
0.5,49,22,4,partner4,group2,0.63625
0.5,49,23,4,partner1,group1,1
0.5,49,23,4,partner2,group1,0.36925
0.5,49,23,4,partner2,group2,0.63075
0.5,49,23,4,partner3,group1,0.655
0.5,49,23,4,partner3,group2,0.345
0.5,49,23,4,partner4,group1,0.3595
0.5,49,23,4,partner4,group2,0.6405
0.5,49,24,4,partner1,group1,1
0.5,49,24,4,partner2,group1,0.375875
0.5,49,24,4,partner2,group2,0.624125
0.5,49,24,4,partner3,group1,0.65625
0.5,49,24,4,partner3,group2,0.34375
0.5,49,24,4,partner4,group1,0.327625
0.5,49,24,4,partner4,group2,0.672375
0.5,50,1,1,partner1,group1,1
0.5,50,1,1,partner2,group1,0.525
0.5,50,1,1,partner2,group2,0.475
0.5,50,1,1,partner3,group1,0.538
0.5,50,1,1,partner3,group2,0.462
0.5,50,1,1,partner4,group1,0.505375
0.5,50,1,1,partner4,group2,0.494625
0.5,50,2,1,partner1,group1,1
0.5,50,2,1,partner2,group1,0.516875
0.5,50,2,1,partner2,group2,0.483125
0.5,50,2,1,partner3,group1,0.49825
0.5,50,2,1,partner3,group2,0.50175
0.5,50,2,1,partner4,group1,0.478
0.5,50,2,1,partner4,group2,0.522
0.5,50,3,1,partner1,group1,1
0.5,50,3,1,partner2,group1,0.537375
0.5,50,3,1,partner2,group2,0.462625
0.5,50,3,1,partner3,group1,0.478375
0.5,50,3,1,partner3,group2,0.521625
0.5,50,3,1,partner4,group1,0.505125
0.5,50,3,1,partner4,group2,0.494875
0.5,50,4,1,partner1,group1,1
0.5,50,4,1,partner2,group1,0.49925
0.5,50,4,1,partner2,group2,0.50075
0.5,50,4,1,partner3,group1,0.533625
0.5,50,4,1,partner3,group2,0.466375
0.5,50,4,1,partner4,group1,0.49775
0.5,50,4,1,partner4,group2,0.50225
0.5,50,5,1,partner1,group1,1
0.5,50,5,1,partner2,group1,0.470875
0.5,50,5,1,partner2,group2,0.529125
0.5,50,5,1,partner3,group1,0.492625
0.5,50,5,1,partner3,group2,0.507375
0.5,50,5,1,partner4,group1,0.506875
0.5,50,5,1,partner4,group2,0.493125
0.5,50,6,1,partner1,group1,1
0.5,50,6,1,partner2,group1,0.512125
0.5,50,6,1,partner2,group2,0.487875
0.5,50,6,1,partner3,group1,0.52325
0.5,50,6,1,partner3,group2,0.47675
0.5,50,6,1,partner4,group1,0.51525
0.5,50,6,1,partner4,group2,0.48475
0.5,50,7,2,partner1,group1,1
0.5,50,7,2,partner2,group1,0.546625
0.5,50,7,2,partner2,group2,0.453375
0.5,50,7,2,partner3,group1,0.522
0.5,50,7,2,partner3,group2,0.478
0.5,50,7,2,partner4,group1,0.541125
0.5,50,7,2,partner4,group2,0.458875
0.5,50,8,2,partner1,group1,1
0.5,50,8,2,partner2,group1,0.303875
0.5,50,8,2,partner2,group2,0.696125
0.5,50,8,2,partner3,group1,0.520875
0.5,50,8,2,partner3,group2,0.479125
0.5,50,8,2,partner4,group1,0.486
0.5,50,8,2,partner4,group2,0.514
0.5,50,9,2,partner1,group1,1
0.5,50,9,2,partner2,group1,0.330125
0.5,50,9,2,partner2,group2,0.669875
0.5,50,9,2,partner3,group1,0.504375
0.5,50,9,2,partner3,group2,0.495625
0.5,50,9,2,partner4,group1,0.528
0.5,50,9,2,partner4,group2,0.472
0.5,50,10,2,partner1,group1,1
0.5,50,10,2,partner2,group1,0.361875
0.5,50,10,2,partner2,group2,0.638125
0.5,50,10,2,partner3,group1,0.499875
0.5,50,10,2,partner3,group2,0.500125
0.5,50,10,2,partner4,group1,0.5415
0.5,50,10,2,partner4,group2,0.4585
0.5,50,11,2,partner1,group1,1
0.5,50,11,2,partner2,group1,0.302875
0.5,50,11,2,partner2,group2,0.697125
0.5,50,11,2,partner3,group1,0.486
0.5,50,11,2,partner3,group2,0.514
0.5,50,11,2,partner4,group1,0.48425
0.5,50,11,2,partner4,group2,0.51575
0.5,50,12,2,partner1,group1,1
0.5,50,12,2,partner2,group1,0.30825
0.5,50,12,2,partner2,group2,0.69175
0.5,50,12,2,partner3,group1,0.469375
0.5,50,12,2,partner3,group2,0.530625
0.5,50,12,2,partner4,group1,0.5475
0.5,50,12,2,partner4,group2,0.4525
0.5,50,13,3,partner1,group1,1
0.5,50,13,3,partner2,group1,0.293625
0.5,50,13,3,partner2,group2,0.706375
0.5,50,13,3,partner3,group1,0.502
0.5,50,13,3,partner3,group2,0.498
0.5,50,13,3,partner4,group1,0.464625
0.5,50,13,3,partner4,group2,0.535375
0.5,50,14,3,partner1,group1,1
0.5,50,14,3,partner2,group1,0.304375
0.5,50,14,3,partner2,group2,0.695625
0.5,50,14,3,partner3,group1,0.62125
0.5,50,14,3,partner3,group2,0.37875
0.5,50,14,3,partner4,group1,0.517125
0.5,50,14,3,partner4,group2,0.482875
0.5,50,15,3,partner1,group1,1
0.5,50,15,3,partner2,group1,0.32675
0.5,50,15,3,partner2,group2,0.67325
0.5,50,15,3,partner3,group1,0.6145
0.5,50,15,3,partner3,group2,0.3855
0.5,50,15,3,partner4,group1,0.554125
0.5,50,15,3,partner4,group2,0.445875
0.5,50,16,3,partner1,group1,1
0.5,50,16,3,partner2,group1,0.288125
0.5,50,16,3,partner2,group2,0.711875
0.5,50,16,3,partner3,group1,0.707
0.5,50,16,3,partner3,group2,0.293
0.5,50,16,3,partner4,group1,0.50975
0.5,50,16,3,partner4,group2,0.49025
0.5,50,17,3,partner1,group1,1
0.5,50,17,3,partner2,group1,0.281625
0.5,50,17,3,partner2,group2,0.718375
0.5,50,17,3,partner3,group1,0.681625
0.5,50,17,3,partner3,group2,0.318375
0.5,50,17,3,partner4,group1,0.472875
0.5,50,17,3,partner4,group2,0.527125
0.5,50,18,3,partner1,group1,1
0.5,50,18,3,partner2,group1,0.345625
0.5,50,18,3,partner2,group2,0.654375
0.5,50,18,3,partner3,group1,0.662
0.5,50,18,3,partner3,group2,0.338
0.5,50,18,3,partner4,group1,0.523625
0.5,50,18,3,partner4,group2,0.476375
0.5,50,19,4,partner1,group1,1
0.5,50,19,4,partner2,group1,0.359875
0.5,50,19,4,partner2,group2,0.640125
0.5,50,19,4,partner3,group1,0.664
0.5,50,19,4,partner3,group2,0.336
0.5,50,19,4,partner4,group1,0.477
0.5,50,19,4,partner4,group2,0.523
0.5,50,20,4,partner1,group1,1
0.5,50,20,4,partner2,group1,0.390875
0.5,50,20,4,partner2,group2,0.609125
0.5,50,20,4,partner3,group1,0.62475
0.5,50,20,4,partner3,group2,0.37525
0.5,50,20,4,partner4,group1,0.42575
0.5,50,20,4,partner4,group2,0.57425
0.5,50,21,4,partner1,group1,1
0.5,50,21,4,partner2,group1,0.401125
0.5,50,21,4,partner2,group2,0.598875
0.5,50,21,4,partner3,group1,0.65825
0.5,50,21,4,partner3,group2,0.34175
0.5,50,21,4,partner4,group1,0.37125
0.5,50,21,4,partner4,group2,0.62875
0.5,50,22,4,partner1,group1,1
0.5,50,22,4,partner2,group1,0.396375
0.5,50,22,4,partner2,group2,0.603625
0.5,50,22,4,partner3,group1,0.618
0.5,50,22,4,partner3,group2,0.382
0.5,50,22,4,partner4,group1,0.39025
0.5,50,22,4,partner4,group2,0.60975
0.5,50,23,4,partner1,group1,1
0.5,50,23,4,partner2,group1,0.349875
0.5,50,23,4,partner2,group2,0.650125
0.5,50,23,4,partner3,group1,0.703
0.5,50,23,4,partner3,group2,0.297
0.5,50,23,4,partner4,group1,0.335875
0.5,50,23,4,partner4,group2,0.664125
0.5,50,24,4,partner1,group1,1
0.5,50,24,4,partner2,group1,0.35375
0.5,50,24,4,partner2,group2,0.64625
0.5,50,24,4,partner3,group1,0.670125
0.5,50,24,4,partner3,group2,0.329875
0.5,50,24,4,partner4,group1,0.292125
0.5,50,24,4,partner4,group2,0.707875
0.5,51,1,1,partner1,group1,1
0.5,51,1,1,partner2,group1,0.49925
0.5,51,1,1,partner2,group2,0.50075
0.5,51,1,1,partner3,group1,0.481
0.5,51,1,1,partner3,group2,0.519
0.5,51,1,1,partner4,group1,0.45475
0.5,51,1,1,partner4,group2,0.54525
0.5,51,2,1,partner1,group1,1
0.5,51,2,1,partner2,group1,0.505375
0.5,51,2,1,partner2,group2,0.494625
0.5,51,2,1,partner3,group1,0.48775
0.5,51,2,1,partner3,group2,0.51225
0.5,51,2,1,partner4,group1,0.5105
0.5,51,2,1,partner4,group2,0.4895
0.5,51,3,1,partner1,group1,1
0.5,51,3,1,partner2,group1,0.51
0.5,51,3,1,partner2,group2,0.49
0.5,51,3,1,partner3,group1,0.484625
0.5,51,3,1,partner3,group2,0.515375
0.5,51,3,1,partner4,group1,0.4875
0.5,51,3,1,partner4,group2,0.5125
0.5,51,4,1,partner1,group1,1
0.5,51,4,1,partner2,group1,0.517875
0.5,51,4,1,partner2,group2,0.482125
0.5,51,4,1,partner3,group1,0.502375
0.5,51,4,1,partner3,group2,0.497625
0.5,51,4,1,partner4,group1,0.5245
0.5,51,4,1,partner4,group2,0.4755
0.5,51,5,1,partner1,group1,1
0.5,51,5,1,partner2,group1,0.5165
0.5,51,5,1,partner2,group2,0.4835
0.5,51,5,1,partner3,group1,0.521
0.5,51,5,1,partner3,group2,0.479
0.5,51,5,1,partner4,group1,0.470125
0.5,51,5,1,partner4,group2,0.529875
0.5,51,6,1,partner1,group1,1
0.5,51,6,1,partner2,group1,0.4895
0.5,51,6,1,partner2,group2,0.5105
0.5,51,6,1,partner3,group1,0.52175
0.5,51,6,1,partner3,group2,0.47825
0.5,51,6,1,partner4,group1,0.51825
0.5,51,6,1,partner4,group2,0.48175
0.5,51,7,2,partner1,group1,1
0.5,51,7,2,partner2,group1,0.50175
0.5,51,7,2,partner2,group2,0.49825
0.5,51,7,2,partner3,group1,0.505875
0.5,51,7,2,partner3,group2,0.494125
0.5,51,7,2,partner4,group1,0.4995
0.5,51,7,2,partner4,group2,0.5005
0.5,51,8,2,partner1,group1,1
0.5,51,8,2,partner2,group1,0.33125
0.5,51,8,2,partner2,group2,0.66875
0.5,51,8,2,partner3,group1,0.51
0.5,51,8,2,partner3,group2,0.49
0.5,51,8,2,partner4,group1,0.504625
0.5,51,8,2,partner4,group2,0.495375
0.5,51,9,2,partner1,group1,1
0.5,51,9,2,partner2,group1,0.3395
0.5,51,9,2,partner2,group2,0.6605
0.5,51,9,2,partner3,group1,0.519875
0.5,51,9,2,partner3,group2,0.480125
0.5,51,9,2,partner4,group1,0.564
0.5,51,9,2,partner4,group2,0.436
0.5,51,10,2,partner1,group1,1
0.5,51,10,2,partner2,group1,0.30425
0.5,51,10,2,partner2,group2,0.69575
0.5,51,10,2,partner3,group1,0.4715
0.5,51,10,2,partner3,group2,0.5285
0.5,51,10,2,partner4,group1,0.503125
0.5,51,10,2,partner4,group2,0.496875
0.5,51,11,2,partner1,group1,1
0.5,51,11,2,partner2,group1,0.271375
0.5,51,11,2,partner2,group2,0.728625
0.5,51,11,2,partner3,group1,0.47175
0.5,51,11,2,partner3,group2,0.52825
0.5,51,11,2,partner4,group1,0.5335
0.5,51,11,2,partner4,group2,0.4665
0.5,51,12,2,partner1,group1,1
0.5,51,12,2,partner2,group1,0.3105
0.5,51,12,2,partner2,group2,0.6895
0.5,51,12,2,partner3,group1,0.5245
0.5,51,12,2,partner3,group2,0.4755
0.5,51,12,2,partner4,group1,0.498875
0.5,51,12,2,partner4,group2,0.501125
0.5,51,13,3,partner1,group1,1
0.5,51,13,3,partner2,group1,0.253125
0.5,51,13,3,partner2,group2,0.746875
0.5,51,13,3,partner3,group1,0.53075
0.5,51,13,3,partner3,group2,0.46925
0.5,51,13,3,partner4,group1,0.545875
0.5,51,13,3,partner4,group2,0.454125
0.5,51,14,3,partner1,group1,1
0.5,51,14,3,partner2,group1,0.34325
0.5,51,14,3,partner2,group2,0.65675
0.5,51,14,3,partner3,group1,0.648125
0.5,51,14,3,partner3,group2,0.351875
0.5,51,14,3,partner4,group1,0.548375
0.5,51,14,3,partner4,group2,0.451625
0.5,51,15,3,partner1,group1,1
0.5,51,15,3,partner2,group1,0.321875
0.5,51,15,3,partner2,group2,0.678125
0.5,51,15,3,partner3,group1,0.664125
0.5,51,15,3,partner3,group2,0.335875
0.5,51,15,3,partner4,group1,0.496625
0.5,51,15,3,partner4,group2,0.503375
0.5,51,16,3,partner1,group1,1
0.5,51,16,3,partner2,group1,0.373375
0.5,51,16,3,partner2,group2,0.626625
0.5,51,16,3,partner3,group1,0.61875
0.5,51,16,3,partner3,group2,0.38125
0.5,51,16,3,partner4,group1,0.494625
0.5,51,16,3,partner4,group2,0.505375
0.5,51,17,3,partner1,group1,1
0.5,51,17,3,partner2,group1,0.359375
0.5,51,17,3,partner2,group2,0.640625
0.5,51,17,3,partner3,group1,0.644875
0.5,51,17,3,partner3,group2,0.355125
0.5,51,17,3,partner4,group1,0.532375
0.5,51,17,3,partner4,group2,0.467625
0.5,51,18,3,partner1,group1,1
0.5,51,18,3,partner2,group1,0.3905
0.5,51,18,3,partner2,group2,0.6095
0.5,51,18,3,partner3,group1,0.614375
0.5,51,18,3,partner3,group2,0.385625
0.5,51,18,3,partner4,group1,0.4795
0.5,51,18,3,partner4,group2,0.5205
0.5,51,19,4,partner1,group1,1
0.5,51,19,4,partner2,group1,0.3815
0.5,51,19,4,partner2,group2,0.6185
0.5,51,19,4,partner3,group1,0.6475
0.5,51,19,4,partner3,group2,0.3525
0.5,51,19,4,partner4,group1,0.539625
0.5,51,19,4,partner4,group2,0.460375
0.5,51,20,4,partner1,group1,1
0.5,51,20,4,partner2,group1,0.401125
0.5,51,20,4,partner2,group2,0.598875
0.5,51,20,4,partner3,group1,0.617125
0.5,51,20,4,partner3,group2,0.382875
0.5,51,20,4,partner4,group1,0.447
0.5,51,20,4,partner4,group2,0.553
0.5,51,21,4,partner1,group1,1
0.5,51,21,4,partner2,group1,0.3615
0.5,51,21,4,partner2,group2,0.6385
0.5,51,21,4,partner3,group1,0.68325
0.5,51,21,4,partner3,group2,0.31675
0.5,51,21,4,partner4,group1,0.32
0.5,51,21,4,partner4,group2,0.68
0.5,51,22,4,partner1,group1,1
0.5,51,22,4,partner2,group1,0.4185
0.5,51,22,4,partner2,group2,0.5815
0.5,51,22,4,partner3,group1,0.639375
0.5,51,22,4,partner3,group2,0.360625
0.5,51,22,4,partner4,group1,0.4035
0.5,51,22,4,partner4,group2,0.5965
0.5,51,23,4,partner1,group1,1
0.5,51,23,4,partner2,group1,0.369875
0.5,51,23,4,partner2,group2,0.630125
0.5,51,23,4,partner3,group1,0.674375
0.5,51,23,4,partner3,group2,0.325625
0.5,51,23,4,partner4,group1,0.36275
0.5,51,23,4,partner4,group2,0.63725
0.5,51,24,4,partner1,group1,1
0.5,51,24,4,partner2,group1,0.38075
0.5,51,24,4,partner2,group2,0.61925
0.5,51,24,4,partner3,group1,0.630625
0.5,51,24,4,partner3,group2,0.369375
0.5,51,24,4,partner4,group1,0.32975
0.5,51,24,4,partner4,group2,0.67025
0.5,52,1,1,partner1,group1,1
0.5,52,1,1,partner2,group1,0.51375
0.5,52,1,1,partner2,group2,0.48625
0.5,52,1,1,partner3,group1,0.47475
0.5,52,1,1,partner3,group2,0.52525
0.5,52,1,1,partner4,group1,0.52725
0.5,52,1,1,partner4,group2,0.47275
0.5,52,2,1,partner1,group1,1
0.5,52,2,1,partner2,group1,0.449625
0.5,52,2,1,partner2,group2,0.550375
0.5,52,2,1,partner3,group1,0.49975
0.5,52,2,1,partner3,group2,0.50025
0.5,52,2,1,partner4,group1,0.532625
0.5,52,2,1,partner4,group2,0.467375
0.5,52,3,1,partner1,group1,1
0.5,52,3,1,partner2,group1,0.445
0.5,52,3,1,partner2,group2,0.555
0.5,52,3,1,partner3,group1,0.498125
0.5,52,3,1,partner3,group2,0.501875
0.5,52,3,1,partner4,group1,0.51525
0.5,52,3,1,partner4,group2,0.48475
0.5,52,4,1,partner1,group1,1
0.5,52,4,1,partner2,group1,0.508375
0.5,52,4,1,partner2,group2,0.491625
0.5,52,4,1,partner3,group1,0.447125
0.5,52,4,1,partner3,group2,0.552875
0.5,52,4,1,partner4,group1,0.523125
0.5,52,4,1,partner4,group2,0.476875
0.5,52,5,1,partner1,group1,1
0.5,52,5,1,partner2,group1,0.47725
0.5,52,5,1,partner2,group2,0.52275
0.5,52,5,1,partner3,group1,0.491375
0.5,52,5,1,partner3,group2,0.508625
0.5,52,5,1,partner4,group1,0.522625
0.5,52,5,1,partner4,group2,0.477375
0.5,52,6,1,partner1,group1,1
0.5,52,6,1,partner2,group1,0.46825
0.5,52,6,1,partner2,group2,0.53175
0.5,52,6,1,partner3,group1,0.498125
0.5,52,6,1,partner3,group2,0.501875
0.5,52,6,1,partner4,group1,0.531625
0.5,52,6,1,partner4,group2,0.468375
0.5,52,7,2,partner1,group1,1
0.5,52,7,2,partner2,group1,0.540375
0.5,52,7,2,partner2,group2,0.459625
0.5,52,7,2,partner3,group1,0.4685
0.5,52,7,2,partner3,group2,0.5315
0.5,52,7,2,partner4,group1,0.473625
0.5,52,7,2,partner4,group2,0.526375
0.5,52,8,2,partner1,group1,1
0.5,52,8,2,partner2,group1,0.375375
0.5,52,8,2,partner2,group2,0.624625
0.5,52,8,2,partner3,group1,0.4295
0.5,52,8,2,partner3,group2,0.5705
0.5,52,8,2,partner4,group1,0.530125
0.5,52,8,2,partner4,group2,0.469875
