_id,index,name,displayName,startTimeAt,durationInSeconds,roundId,gameId,createdAt,data.log
FhT67EWwkeSp8ou3N,10,selection,Selection,2022-03-14T19:57:57Z,45,Tn9p2SaXYLoxTGRhz,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:08Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T19:57:56.175Z""}"
aHySPwaBS4RqdbD2h,11,selection,Selection,2022-03-14T19:58:40Z,45,ajJ3y72RXoMmXK4Kc,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:08Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T19:58:39.660Z""}"
nL3cMMd2uThqDF99F,12,selection,Selection,2022-03-14T19:58:55Z,45,Po9q2Zs7mggiRzu8S,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:08Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T19:58:55.456Z""}"
de4EDcAFwBpwbPWPk,13,selection,Selection,2022-03-14T19:59:11Z,45,qDeB2MBQ9QGm9BTEx,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:08Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T19:59:10.668Z""}"
uP3wocFz4hfbJJ3Kv,14,selection,Selection,2022-03-14T19:59:30Z,45,b5QDBJEKHN4WakwGf,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:08Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T19:59:29.969Z""}"
DtD4CqYEBRJbKMCkB,15,selection,Selection,2022-03-14T19:59:44Z,45,ccS8meuzJR3epGNEF,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:08Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T19:59:44.047Z""}"
HsH9XdGJbBzswrhfQ,16,selection,Selection,2022-03-14T19:59:58Z,45,fLejegoDg6DdjsRMH,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:08Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T19:59:58.375Z""}"
fpMF55kFm7x294nmR,18,selection,Selection,2022-03-14T20:00:30Z,45,uwoHDcacbEZrTHJtr,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:08Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:00:29.763Z""}"
Pz3pQsNseTWvbbLi8,17,transition,Partner Swap!,2022-03-14T20:00:14Z,15,uwoHDcacbEZrTHJtr,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:08Z,"{""verb"":""transitionStarted"",""roundId"":""transition"",""at"":""2022-03-14T20:00:13.992Z""}"
F6Xu8aLHJrjXjGbX8,19,selection,Selection,2022-03-14T20:00:47Z,45,AbnduDutxPW29yCxj,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:08Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:00:46.652Z""}"
K7wd4vfjAgCpnvNdb,20,selection,Selection,2022-03-14T20:01:01Z,45,fDPtaMHgeRgf4SxgE,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:08Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:01:01.450Z""}"
CyAkTbWt2witNxDnv,21,selection,Selection,2022-03-14T20:01:37Z,45,bm6MyCn8oZRSYRuWy,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:08Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:01:36.567Z""}"
3wGv6G3bj384vQPaY,22,selection,Selection,2022-03-14T20:02:08Z,45,SLRn7pww7LvziQeXb,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:09Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:02:07.954Z""}"
e2AqPA4Y7BC9cjL4E,23,selection,Selection,2022-03-14T20:02:23Z,45,AYQ9SRrkwJSzQLieD,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:09Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:02:22.460Z""}"
6xBd6kiPfcEmBgmbr,24,selection,Selection,2022-03-14T20:02:36Z,45,ZDzEFkBy4ae4CinFT,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:10Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:02:36.359Z""}"
WGsErumRDDmPqJJnf,25,selection,Selection,2022-03-14T20:02:59Z,45,YNWyoPjLCJv7KY7SX,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:10Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:02:58.559Z""}"
Ly8Mcfof5qytJyfWM,26,selection,Selection,2022-03-14T20:03:13Z,45,TmhsjpSScPiq7czKX,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:10Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:03:13.153Z""}"
TAntxZFmv4FLwNsiN,27,selection,Selection,2022-03-14T20:03:39Z,45,Pgfuq7rtmmoigM8ni,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:10Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:03:38.647Z""}"
tMcbhekM53dwsxMsB,28,selection,Selection,,45,Q3HWLcLkLrEX79moG,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:10Z,
WEsF6tmxhrPbhFWAy,29,selection,Selection,,45,ZPkz222Gc8N6CMNr6,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:10Z,
tnr5CyuNWSfwjXJeM,30,selection,Selection,,45,umpsPXEvDEsFwzRTL,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:10Z,
aLS5pDn6Pz2rSpzk9,31,selection,Selection,,45,QTqwhYadiCpu3gdJb,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:10Z,
7M7gJnJcGcv3D8mgh,32,selection,Selection,,45,yv2ptSjrPszAm2Jy7,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:10Z,
ZLPPnDiPYEHLBnGnx,33,selection,Selection,,45,ExXuASXsxyXFxfxHB,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:10Z,
t6Qs4MqxQ98p8Lm5W,34,transition,Partner Swap!,,15,FtNAqHTzm9BunPJbR,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:10Z,
HnbPBCDqvXTwbdpXW,35,selection,Selection,,45,FtNAqHTzm9BunPJbR,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:10Z,
nJbXL6SLLBSXscH4P,36,selection,Selection,,45,GQcRoDmihSh4BSpXT,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:11Z,
z9yZTTtshN6GBBWEi,37,selection,Selection,,45,K9KLkRHKhwMi5SyoX,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:11Z,
DLSn6B3wja5SknSEJ,38,selection,Selection,,45,6Tx8n5cXQ8pY4LzjF,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:11Z,
HQsHMibpDrKyDjsTc,39,selection,Selection,,45,kPx9eWae7igfq9CWa,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:11Z,
A3uf9KtxWaYHWBLai,40,selection,Selection,,45,B746rx4bLqAtFktyw,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:11Z,
6X2vSvKKR8b74gnrC,41,selection,Selection,,45,qidpL5ZqDEFCZuY3L,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:11Z,
NsY24RKsE5ZFdBS2h,42,selection,Selection,,45,anZrkMTWCqzxKj5ro,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:11Z,
imtiaguteHp2Q8x6e,43,selection,Selection,,45,eFRJ88ZiTK9PefZGG,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:11Z,
SscAQtw2zMP3C8JZo,44,selection,Selection,,45,mKSXYBMrfY3skecQ6,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:11Z,
M64voZDgCHmymHkgo,45,selection,Selection,,45,mbR2gkLdnPGmJ9wCy,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:11Z,
vg2AGnsnkS27yXuKt,46,selection,Selection,,45,MNXhMHTxeZKxFGkGQ,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:11Z,
Hc4QbDJdKqXEaxyJd,47,selection,Selection,,45,JBwXFdEDnphcTsRB8,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:11Z,
crvNyrg9jyd6aBnkQ,48,selection,Selection,,45,rwFs9nQRQjHhvApzC,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:11Z,
c8uFgFkmhXemc2iPS,49,selection,Selection,,45,3XRYAmAWdC9wXyP3P,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:11Z,
Jy52Q7W6XuJKS7YhT,50,selection,Selection,,45,dLk9YmANY6LrxcCi2,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:11Z,
CASJh9Zbs23W2mGfH,1,selection,Selection,2022-03-14T20:15:12Z,45,Kuurwc57Ts4xgpTRp,wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:15:12.064Z""}"
QJHhXANZ6pBpnPZ79,0,preview,Avatar and partner assignment,2022-03-14T20:14:56Z,15,Kuurwc57Ts4xgpTRp,wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""verb"":""previewStarted"",""roundId"":""preview"",""at"":""2022-03-14T20:14:56.261Z""}"
HmpGiFFWPPzWmnznk,2,selection,Selection,2022-03-14T20:16:00Z,45,MKMLFDXE8x6tGs8YQ,wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:16:00.047Z""}"
iHDAZGrKb2NjjbPRz,3,selection,Selection,2022-03-14T20:16:49Z,45,8cpD7AdHn8pFBLkFL,wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:16:48.756Z""}"
b3TqLJyHWSzb7k9Qj,4,selection,Selection,2022-03-14T20:17:36Z,45,gyf45fFaLeiTmyePH,wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:17:36.059Z""}"
TnKhKM4XZ9htgXL7Q,6,selection,Selection,2022-03-14T20:18:41Z,45,Yjy3E7vjvbmsenfmK,wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:18:41.378Z""}"
rTcyEsNBSsXz5Sbmn,5,transition,Partner Swap!,2022-03-14T20:18:25Z,15,Yjy3E7vjvbmsenfmK,wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""verb"":""transitionStarted"",""roundId"":""transition"",""at"":""2022-03-14T20:18:24.956Z""}"
78EJBv6dQaE7RpaYK,7,selection,Selection,2022-03-14T20:19:31Z,45,rT6FNxJWLgGFXW252,wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:19:29.844Z""}"
mEvay3vredPq7pQPC,8,selection,Selection,2022-03-14T20:20:19Z,45,A3n2jy8zAuBTmQSQR,wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:20:18.851Z""}"
HT3dSZbvQzhxWNfgk,9,selection,Selection,2022-03-14T20:21:08Z,45,bi7adD4adGerp2SmF,wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:21:08.376Z""}"
bQj6fzhRo4Mr9q3hk,11,selection,Selection,2022-03-14T20:22:13Z,45,eqzsJfoeZyufh3jmN,wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:22:12.962Z""}"
3kxfEgphWhv9kWMBS,10,transition,Partner Swap!,2022-03-14T20:21:57Z,15,eqzsJfoeZyufh3jmN,wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""verb"":""transitionStarted"",""roundId"":""transition"",""at"":""2022-03-14T20:21:56.656Z""}"
EbPyuoaSdBXfY5hbJ,12,selection,Selection,2022-03-14T20:23:01Z,45,aFv3noQyzPE4Nutbm,wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:23:01.259Z""}"
fFHATJNm6k8G93yGp,13,selection,Selection,2022-03-14T20:23:49Z,45,b2Fhj3t2YKjWJ9Foc,wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:23:49.559Z""}"
b5bymWJnPgMj3xWow,14,selection,Selection,2022-03-14T20:24:37Z,45,4XaZZs28LK6uopokL,wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-03-14T20:24:36.949Z""}"
37TYfe4G88F8WnptW,0,preview,Avatar and partner assignment,2022-05-25T21:09:38Z,20,EH8PrrwWSjGMJkEZS,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""previewStarted"",""roundId"":""preview"",""at"":""2022-05-25T21:09:38.317Z""}"
yrPBMR8aEaMGqXHex,1,selection,Selection,2022-05-25T21:09:59Z,45,EH8PrrwWSjGMJkEZS,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:09:59.008Z""}"
RJLT9PdvbuBXpgmaw,2,selection,Selection,2022-05-25T21:10:46Z,45,bLXGHu6KBsu9JhaQJ,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:10:45.818Z""}"
rzEb2aruYwYXLmQPL,3,selection,Selection,2022-05-25T21:11:32Z,45,rR4FkoQfxE3BgC4Hn,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:11:32.179Z""}"
aKnPptCr5GhBAzdBY,4,selection,Selection,2022-05-25T21:12:18Z,45,Kq6TYteiWvf3HKuxm,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:12:18.651Z""}"
wDqRx4u7D6Datsie8,5,selection,Selection,2022-05-25T21:13:06Z,45,aj3QGGn9evrwGZgTK,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:13:06.117Z""}"
ZBCpjkaTyxzfcsQZC,6,selection,Selection,2022-05-25T21:13:53Z,45,ZimEcJHoD2XwvPWWf,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:13:53.274Z""}"
h5W7Bm3sCkwgAzPAh,7,selection,Selection,2022-05-25T21:14:41Z,45,JGWvnqM9xM33L7DjS,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:14:40.774Z""}"
Yz5gD2vky2eB5sJRB,8,selection,Selection,2022-05-25T21:15:28Z,45,5KJo26Wa28TYYnya5,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:15:28.004Z""}"
une9CbQCQTWqFqoLF,9,selection,Selection,2022-05-25T21:16:15Z,45,76boyce5RYoaP8w75,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:16:14.798Z""}"
5LSAs5GziB356gNaK,10,selection,Selection,2022-05-25T21:17:03Z,45,zDwkSBm5HanjcgHHg,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:17:02.816Z""}"
4sLjZtC9XPXAJ9eWb,11,selection,Selection,2022-05-25T21:17:50Z,45,H8KGcqQPuMoYMTHRB,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:17:50.122Z""}"
Yb4RJcTGCvkEjkGdH,12,selection,Selection,2022-05-25T21:18:37Z,45,sG5oRM2BQ4ChNaExR,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:18:37.020Z""}"
QvWey3dxZwkzix6LF,13,selection,Selection,2022-05-25T21:19:24Z,45,LR9weP6W7eY2SQdEe,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:19:23.884Z""}"
qxwy3C9gQHXo6YJvp,14,selection,Selection,2022-05-25T21:20:11Z,45,4hcazisu5w9kTuhRe,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:20:10.703Z""}"
Z8rrrwoGcXeK55dbr,15,selection,Selection,2022-05-25T21:20:58Z,45,wdXqeSFWFd8WyWwqb,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:20:57.928Z""}"
8LoixsoMXiZ96eLam,16,selection,Selection,2022-05-25T21:21:45Z,45,r5RC9JwvbCPau7saG,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:21:44.910Z""}"
m5vEk2saH3825WNaq,17,transition,Partner Swap!,2022-05-25T21:22:33Z,15,CYQvXZM2ZanBbyzXj,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""transitionStarted"",""roundId"":""transition"",""at"":""2022-05-25T21:22:32.687Z""}"
SEqxPBqwuDtEzWHZp,18,selection,Selection,2022-05-25T21:22:48Z,45,CYQvXZM2ZanBbyzXj,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:22:48.243Z""}"
AifW53QB8Ttzgg7WZ,19,selection,Selection,2022-05-25T21:23:34Z,45,uPz7ggqSxR4TMvfK4,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:23:34.368Z""}"
wbLFixQNNdZJrapoh,20,selection,Selection,2022-05-25T21:24:22Z,45,2L233iXyerkT7uM2C,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:24:22.470Z""}"
QBQMuPQEWrdoMc6QW,21,selection,Selection,2022-05-25T21:25:10Z,45,qcGo6n5bsDyWokD5u,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:25:10.077Z""}"
jyJ2YYuyMXrG8GZa4,22,selection,Selection,2022-05-25T21:25:58Z,45,foptKMJ9ccKvEY3JB,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:25:58.416Z""}"
SwEsbaSRXMye5f4jr,23,selection,Selection,2022-05-25T21:26:45Z,45,hiXeu5TY2BT96o8k6,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:26:45.518Z""}"
4JSdNwE39tf6uKdvd,24,selection,Selection,2022-05-25T21:27:32Z,45,6nNuQP7YiPFXHMRBp,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:27:32.628Z""}"
pp6GvxFX8htJqKjZx,25,selection,Selection,2022-05-25T21:28:19Z,45,S8Pwfy3MD87MxJMp9,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:28:19.313Z""}"
PykXTRwtvBh9Twt28,26,selection,Selection,2022-05-25T21:29:06Z,45,Aki5b7arQ8pWjPBHG,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:29:06.622Z""}"
CppdhbJPNQtTfeKWj,27,selection,Selection,2022-05-25T21:29:54Z,45,ptPPogE5WFFmRg3nk,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:29:54.100Z""}"
YE5agyjGs8nDHQBR7,28,selection,Selection,2022-05-25T21:30:41Z,45,LjdqJ3HYBXjZz3weJ,Q874c22Afhh2J3R4J,2022-05-25T21:09:35Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:30:40.712Z""}"
8qfp9vAWgxKJ6TkRe,29,selection,Selection,2022-05-25T21:31:28Z,45,d7knF7efLh5mjEqJw,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:31:28.415Z""}"
LyBZZbyNzciD9fcQ4,30,selection,Selection,2022-05-25T21:32:16Z,45,zr8s8Rnodz5jr5jYM,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:32:15.995Z""}"
ncpBoBrLf8jsP86ne,31,selection,Selection,2022-05-25T21:33:04Z,45,vvbnSZcwDWsL9Efoi,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:33:03.800Z""}"
5dsAKaSe2SZ76A57A,32,selection,Selection,2022-05-25T21:33:51Z,45,h6aFLbA53wRtEWw9H,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:33:50.895Z""}"
yxGugeyTBFE53bu6c,33,selection,Selection,2022-05-25T21:34:38Z,45,DtJrPrms4RxiQ57Lh,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:34:37.909Z""}"
63mAkfWEm7WAWdFxJ,34,transition,Partner Swap!,2022-05-25T21:35:25Z,15,3xhiLyMkxx29MrJgD,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""transitionStarted"",""roundId"":""transition"",""at"":""2022-05-25T21:35:25.003Z""}"
kdabf53TAJgKtayRT,35,selection,Selection,2022-05-25T21:35:41Z,45,3xhiLyMkxx29MrJgD,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:35:40.551Z""}"
kya7t2KhqNmBhcx74,36,selection,Selection,2022-05-25T21:36:27Z,45,w3rk572iTgZKfaYyy,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:36:27.510Z""}"
f5uDYQDJZw6tW9iii,37,selection,Selection,2022-05-25T21:37:15Z,45,uswqG3iq6EJWWfq8g,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:37:14.775Z""}"
6AnkGYS7N3PRyTJwn,38,selection,Selection,2022-05-25T21:38:02Z,45,qfZSCrSeYfWWaDHQo,Q874c22Afhh2J3R4J,2022-05-25T21:09:36Z,"{""verb"":""selectionStarted"",""roundId"":""selection"",""at"":""2022-05-25T21:38:02.180Z""}"
