_id,index,stageIds,gameId,createdAt,data.target,data.numTrials,data.trialNum,data.numPartners,data.partnerNum,data.repNum,data.chat,data.room0response,data.room0correct,data.room1response,data.room1correct
fLejegoDg6DdjsRMH,15,HsH9XdGJbBzswrhfQ,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_D.png""}",16,15,3,0,3,"{""text"":""ghfdhgfd"",""playerId"":""ZiLSRSfQR66ZtA7uZ"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""sdfgsdfg"",""playerId"":""hmxukt3H7duLkzSer"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""}",/experiment/tangram_D.png,false,/experiment/tangram_A.png,false
AbnduDutxPW29yCxj,17,F6Xu8aLHJrjXjGbX8,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_C.png""}",16,1,3,1,0,"{""text"":""dfghdfgh"",""playerId"":""hmxukt3H7duLkzSer"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""ertet"",""playerId"":""ENoBr3KunDxjehHYM"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""}",/experiment/tangram_C.png,false,/experiment/tangram_A.png,false
SLRn7pww7LvziQeXb,20,3wGv6G3bj384vQPaY,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_A.png""}",16,4,3,1,1,"{""text"":""cbncvbn"",""playerId"":""YKimzGgQgqm9xQZ8m"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""bfdhgfd"",""playerId"":""ZiLSRSfQR66ZtA7uZ"",""roomId"":""room0"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""}",/experiment/tangram_B.png,false,/experiment/tangram_B.png,false
QTqwhYadiCpu3gdJb,29,aLS5pDn6Pz2rSpzk9,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_A.png""}",16,13,3,1,3,,,,,
yv2ptSjrPszAm2Jy7,30,7M7gJnJcGcv3D8mgh,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_C.png""}",16,14,3,1,3,,,,,
ExXuASXsxyXFxfxHB,31,ZLPPnDiPYEHLBnGnx,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_D.png""}",16,15,3,1,3,,,,,
K9KLkRHKhwMi5SyoX,34,z9yZTTtshN6GBBWEi,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_D.png""}",16,2,3,2,0,,,,,
6Tx8n5cXQ8pY4LzjF,35,DLSn6B3wja5SknSEJ,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_B.png""}",16,3,3,2,0,,,,,
rwFs9nQRQjHhvApzC,45,crvNyrg9jyd6aBnkQ,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_B.png""}",16,13,3,2,3,,,,,
3XRYAmAWdC9wXyP3P,46,c8uFgFkmhXemc2iPS,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_C.png""}",16,14,3,2,3,,,,,
w2Tx4Dw5RujHQjXAA,8,bfMTDH3LEgnQB27yJ,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_D.png""}",16,8,3,0,2,"{""text"":""cvbn"",""playerId"":""ENoBr3KunDxjehHYM"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""fhgjhg"",""playerId"":""YKimzGgQgqm9xQZ8m"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""}",/experiment/tangram_D.png,false,/experiment/tangram_C.png,false
qDeB2MBQ9QGm9BTEx,12,de4EDcAFwBpwbPWPk,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_A.png""}",16,12,3,0,3,"{""text"":""aside"",""playerId"":""ZiLSRSfQR66ZtA7uZ"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""sdfgs"",""playerId"":""hmxukt3H7duLkzSer"",""roomId"":""room0"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""asd;flk ajsdf; lkj"",""playerId"":""ZiLSRSfQR66ZtA7uZ"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""}",/experiment/tangram_D.png,false,/experiment/tangram_A.png,true
b5QDBJEKHN4WakwGf,13,uP3wocFz4hfbJJ3Kv,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_B.png""}",16,13,3,0,3,"{""text"":""asdf as;dlfkj"",""playerId"":""ZiLSRSfQR66ZtA7uZ"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""hi"",""playerId"":""hmxukt3H7duLkzSer"",""roomId"":""room0"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""}",/experiment/tangram_D.png,false,/experiment/tangram_A.png,false
fDPtaMHgeRgf4SxgE,18,K7wd4vfjAgCpnvNdb,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_A.png""}",16,2,3,1,0,"{""text"":""nbvnb"",""playerId"":""hmxukt3H7duLkzSer"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""cici"",""playerId"":""ZiLSRSfQR66ZtA7uZ"",""roomId"":""room0"",""target"":""/experiment/tangram_C.png"",""role"":""listener""},{""text"":""dfghgfh"",""playerId"":""ENoBr3KunDxjehHYM"",""roomId"":""room0"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""}",/experiment/tangram_C.png,true,/experiment/tangram_A.png,true
bm6MyCn8oZRSYRuWy,19,CyAkTbWt2witNxDnv,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_B.png""}",16,3,3,1,0,"{""text"":""asdf"",""playerId"":""ZiLSRSfQR66ZtA7uZ"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""listener""},{""text"":""xzcv"",""playerId"":""ZiLSRSfQR66ZtA7uZ"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""listener""},{""text"":""sdfgsdfgsdfgsdfgsdfg"",""playerId"":""YKimzGgQgqm9xQZ8m"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""listener""},{""text"":""dfgh"",""playerId"":""hmxukt3H7duLkzSer"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""dghdfg"",""playerId"":""ENoBr3KunDxjehHYM"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""asdf asdf"",""playerId"":""ZiLSRSfQR66ZtA7uZ"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""listener""},{""text"":""]"",""playerId"":""ZiLSRSfQR66ZtA7uZ"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""listener""}",/experiment/tangram_C.png,false,/experiment/tangram_B.png,true
AYQ9SRrkwJSzQLieD,21,e2AqPA4Y7BC9cjL4E,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_B.png""}",16,5,3,1,1,"{""text"":""xcvbxcvb"",""playerId"":""YKimzGgQgqm9xQZ8m"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""jhgkjhgb"",""playerId"":""ZiLSRSfQR66ZtA7uZ"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""}",/experiment/tangram_A.png,false,/experiment/tangram_A.png,false
YNWyoPjLCJv7KY7SX,23,WGsErumRDDmPqJJnf,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_C.png""}",16,7,3,1,1,"{""text"":""asdf"",""playerId"":""ZiLSRSfQR66ZtA7uZ"",""roomId"":""room0"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""xcvbxv"",""playerId"":""YKimzGgQgqm9xQZ8m"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""asdf"",""playerId"":""ZiLSRSfQR66ZtA7uZ"",""roomId"":""room0"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""asd"",""playerId"":""ZiLSRSfQR66ZtA7uZ"",""roomId"":""room0"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""asdf"",""playerId"":""ZiLSRSfQR66ZtA7uZ"",""roomId"":""room0"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""asdf"",""playerId"":""ZiLSRSfQR66ZtA7uZ"",""roomId"":""room0"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""}",/experiment/tangram_A.png,false,/experiment/tangram_B.png,false
ZPkz222Gc8N6CMNr6,27,WEsF6tmxhrPbhFWAy,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_B.png""}",16,11,3,1,2,,,,,
FtNAqHTzm9BunPJbR,32,"t6Qs4MqxQ98p8Lm5W,HnbPBCDqvXTwbdpXW",6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_C.png""}",16,0,3,2,0,,,,,
GQcRoDmihSh4BSpXT,33,nJbXL6SLLBSXscH4P,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_A.png""}",16,1,3,2,0,,,,,
B746rx4bLqAtFktyw,37,A3uf9KtxWaYHWBLai,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_C.png""}",16,5,3,2,1,,,,,
qidpL5ZqDEFCZuY3L,38,6X2vSvKKR8b74gnrC,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_A.png""}",16,6,3,2,1,,,,,
mKSXYBMrfY3skecQ6,41,SscAQtw2zMP3C8JZo,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_D.png""}",16,9,3,2,2,,,,,
dLk9YmANY6LrxcCi2,47,Jy52Q7W6XuJKS7YhT,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_A.png""}",16,15,3,2,3,,,,,
uwoHDcacbEZrTHJtr,16,"Pz3pQsNseTWvbbLi8,fpMF55kFm7x294nmR",6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_D.png""}",16,0,3,1,0,"{""text"":""sfdgsdfg"",""playerId"":""hmxukt3H7duLkzSer"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""sdfgsdgf"",""playerId"":""ENoBr3KunDxjehHYM"",""roomId"":""room0"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""}",/experiment/tangram_A.png,true,/experiment/tangram_A.png,false
TmhsjpSScPiq7czKX,24,Ly8Mcfof5qytJyfWM,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_A.png""}",16,8,3,1,2,"{""text"":""xcbcvbxcvb"",""playerId"":""hmxukt3H7duLkzSer"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""fdsgdfgsdfg"",""playerId"":""ENoBr3KunDxjehHYM"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""}",/experiment/tangram_A.png,false,/experiment/tangram_A.png,true
Q3HWLcLkLrEX79moG,26,tMcbhekM53dwsxMsB,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_D.png""}",16,10,3,1,2,,,,,
umpsPXEvDEsFwzRTL,28,tnr5CyuNWSfwjXJeM,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_B.png""}",16,12,3,1,3,,,,,
kPx9eWae7igfq9CWa,36,HQsHMibpDrKyDjsTc,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_D.png""}",16,4,3,2,1,,,,,
anZrkMTWCqzxKj5ro,39,NsY24RKsE5ZFdBS2h,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_B.png""}",16,7,3,2,1,,,,,
eFRJ88ZiTK9PefZGG,40,imtiaguteHp2Q8x6e,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_B.png""}",16,8,3,2,2,,,,,
mbR2gkLdnPGmJ9wCy,42,M64voZDgCHmymHkgo,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_C.png""}",16,10,3,2,2,,,,,
NLWyJbfWJCW95uNGZ,7,H2Evd2qc3qMEop5Cw,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_B.png""}",16,7,3,0,1,"{""text"":""fghj"",""playerId"":""hmxukt3H7duLkzSer"",""roomId"":""room0"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""zxcv"",""playerId"":""ZiLSRSfQR66ZtA7uZ"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""}",/experiment/tangram_A.png,true,/experiment/tangram_A.png,false
ajJ3y72RXoMmXK4Kc,10,aHySPwaBS4RqdbD2h,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_C.png""}",16,10,3,0,2,"{""text"":""vcbnvbn"",""playerId"":""YKimzGgQgqm9xQZ8m"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""fgh"",""playerId"":""ENoBr3KunDxjehHYM"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""}",/experiment/tangram_C.png,false,/experiment/tangram_D.png,false
ZDzEFkBy4ae4CinFT,22,6xBd6kiPfcEmBgmbr,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_D.png""}",16,6,3,1,1,"{""text"":""asdf asdf"",""playerId"":""ZiLSRSfQR66ZtA7uZ"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""dghdfgh"",""playerId"":""YKimzGgQgqm9xQZ8m"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""}",/experiment/tangram_D.png,false,/experiment/tangram_B.png,false
Pgfuq7rtmmoigM8ni,25,TAntxZFmv4FLwNsiN,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_C.png""}",16,9,3,1,2,,,,,
MNXhMHTxeZKxFGkGQ,43,vg2AGnsnkS27yXuKt,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_A.png""}",16,11,3,2,2,,,,,
JBwXFdEDnphcTsRB8,44,Hc4QbDJdKqXEaxyJd,6y5Rp4rKkZiuGBm2p,2022-03-14T19:53:07Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_D.png""}",16,12,3,2,3,,,,,
Kuurwc57Ts4xgpTRp,0,"QJHhXANZ6pBpnPZ79,CASJh9Zbs23W2mGfH",wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_C.png""}",4,0,3,0,0,"{""text"":""asdfasdf"",""playerId"":""LzECgNJgcnwDJXWQu"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":null},{""text"":""sdfgdsfg"",""playerId"":""JsXWYDvoKGWMNwwPf"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":null},{""text"":""asdf asdf"",""playerId"":""gemMBe7e7LSbcNFp6"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":null},{""text"":""dfghgh"",""playerId"":""JsXWYDvoKGWMNwwPf"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":null}",false,false,false,false
MKMLFDXE8x6tGs8YQ,1,HmpGiFFWPPzWmnznk,wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_B.png""}",4,1,3,0,0,"{""text"":""asdf asdf"",""playerId"":""nkse6SckH4febazrc"",""roomId"":""room0"",""target"":""/experiment/tangram_C.png"",""role"":null},{""text"":""asdf asdf"",""playerId"":""gemMBe7e7LSbcNFp6"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":null},{""text"":""asdf"",""playerId"":""gemMBe7e7LSbcNFp6"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":null},{""text"":""asdf"",""playerId"":""nkse6SckH4febazrc"",""roomId"":""room0"",""target"":""/experiment/tangram_C.png"",""role"":null}",false,false,false,false
bi7adD4adGerp2SmF,7,HT3dSZbvQzhxWNfgk,wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_C.png""}",4,3,3,1,0,,false,false,false,false
b2Fhj3t2YKjWJ9Foc,10,fFHATJNm6k8G93yGp,wTiH3nuga3FJSTn6x,2022-03-14T20:14:47Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_C.png""}",4,2,3,2,0,,false,false,false,false
