_id,bot,readyAt,timeoutStartedAt,timeoutWaitCount,exitStepsDone,exitAt,exitStatus,retiredAt,retiredReason,createdAt,data.tangramURLs,data.partnerList,data.roleList,data.name,data.avatar,data.avatarName,data.nameColor,data.postTestGroup,data.postTestFirstSet,data.bonus,data.roomId,data.partner,data.role,data.clicked,data.exitTimeoutId,data.exited
WCFpE5cFDkrKMP8xE,,2022-05-25T21:18:43Z,2022-05-25T21:18:43Z,1,,2022-05-25T21:20:52Z,custom,,,2022-05-25T21:14:52Z,"/experiment/tangram_H.png,/experiment/tangram_G.png,/experiment/tangram_E.png,/experiment/tangram_F.png","x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz","speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker",Minu,/avatars/jdenticon/Katherine,Katherine,#444EA1,blue,setB,0.06,room1,x7dX2XCn8EkoSLfTq,speaker,false,734,true
6ppYmNd9mDPXaR9MZ,,2022-05-25T21:20:28Z,2022-05-25T21:20:28Z,1,"instructions,RedG,RedF,RedH,RedE,RedB,RedD,RedC,RedA,ExitSurvey",2022-05-25T21:50:53Z,finished,,,2022-05-25T21:14:52Z,"/experiment/tangram_G.png,/experiment/tangram_H.png,/experiment/tangram_F.png,/experiment/tangram_E.png","bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,6kaMFu6qq8zRYowRw,6kaMFu6qq8zRYowRw,6kaMFu6qq8zRYowRw,6kaMFu6qq8zRYowRw,6kaMFu6qq8zRYowRw,6kaMFu6qq8zRYowRw,6kaMFu6qq8zRYowRw,6kaMFu6qq8zRYowRw,6kaMFu6qq8zRYowRw,6kaMFu6qq8zRYowRw,6kaMFu6qq8zRYowRw,6kaMFu6qq8zRYowRw,6kaMFu6qq8zRYowRw,6kaMFu6qq8zRYowRw,6kaMFu6qq8zRYowRw,6kaMFu6qq8zRYowRw","speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker",Minu,/avatars/jdenticon/Katherine,Katherine,#444EA1,red,setB,1.290000000000001,room0,6kaMFu6qq8zRYowRw,speaker,/experiment/tangram_H.png,,
xCnxrhjycix5jGXxq,,2022-05-25T21:18:31Z,2022-05-25T21:18:31Z,1,,2022-05-25T21:20:52Z,custom,,,2022-05-25T21:14:57Z,"/experiment/tangram_G.png,/experiment/tangram_E.png,/experiment/tangram_H.png,/experiment/tangram_F.png","A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,A4vXdkTJfnFf56aPz,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq","listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker",Hera,/avatars/jdenticon/Oliver,Oliver,#5792C8,blue,setB,0,room0,A4vXdkTJfnFf56aPz,listener,false,352,true
9qPcJp2cckCC9YqWC,,2022-05-25T21:21:36Z,2022-05-25T21:21:36Z,1,,,,,,2022-05-25T21:15:33Z,,,,,,,,,,,,,,,,
A4vXdkTJfnFf56aPz,,2022-05-25T21:19:07Z,2022-05-25T21:19:07Z,1,,2022-05-25T21:21:03Z,custom,,,2022-05-25T21:16:27Z,"/experiment/tangram_H.png,/experiment/tangram_F.png,/experiment/tangram_E.png,/experiment/tangram_G.png","xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,xCnxrhjycix5jGXxq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,x7dX2XCn8EkoSLfTq,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE,WCFpE5cFDkrKMP8xE","speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener",Repi,/avatars/jdenticon/Aria,Aria,#29828D,red,setB,0,room0,xCnxrhjycix5jGXxq,speaker,false,173,true
P8wJhzjbQnXMPXcC7,,2022-05-25T21:23:18Z,2022-05-25T21:23:18Z,1,,,,,,2022-05-25T21:16:29Z,,,,,,,,,,,,,,,,
6kaMFu6qq8zRYowRw,,2022-05-25T21:19:31Z,2022-05-25T21:19:31Z,1,"instructions,RedB,RedA,RedD,RedC,RedF,RedE,RedG,RedH,ExitSurvey",2022-05-25T21:50:53Z,finished,,,2022-05-25T21:16:43Z,"/experiment/tangram_H.png,/experiment/tangram_E.png,/experiment/tangram_G.png,/experiment/tangram_F.png","gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,gwsH5KiNdqjPbxHeh,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,bXuH7inc2zA3trvbs,6ppYmNd9mDPXaR9MZ,6ppYmNd9mDPXaR9MZ,6ppYmNd9mDPXaR9MZ,6ppYmNd9mDPXaR9MZ,6ppYmNd9mDPXaR9MZ,6ppYmNd9mDPXaR9MZ,6ppYmNd9mDPXaR9MZ,6ppYmNd9mDPXaR9MZ,6ppYmNd9mDPXaR9MZ,6ppYmNd9mDPXaR9MZ,6ppYmNd9mDPXaR9MZ,6ppYmNd9mDPXaR9MZ,6ppYmNd9mDPXaR9MZ,6ppYmNd9mDPXaR9MZ,6ppYmNd9mDPXaR9MZ,6ppYmNd9mDPXaR9MZ","speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener",Repi,/avatars/jdenticon/Aria,Aria,#29828D,red,setA,1.6500000000000012,room0,6ppYmNd9mDPXaR9MZ,listener,/experiment/tangram_H.png,,
NpAsM3G4JrxyjkMtu,,,,,,,,,,2022-05-25T21:16:58Z,,,,,,,,,,,,,,,,
NqAQeDPXaQh2Xv2KD,,2022-05-25T21:19:25Z,2022-05-25T21:19:25Z,1,"instructions,RedD,RedB,RedA,RedC,RedF,RedH,RedG,RedE,ExitSurvey",2022-05-25T21:59:09Z,finished,,,2022-05-25T21:17:05Z,"/experiment/tangram_B.png,/experiment/tangram_D.png,/experiment/tangram_C.png,/experiment/tangram_A.png","NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,NWBxYqkdH4xSzDiw9,8YFWjNuom6bt9tfJG,8YFWjNuom6bt9tfJG,8YFWjNuom6bt9tfJG,8YFWjNuom6bt9tfJG,8YFWjNuom6bt9tfJG,8YFWjNuom6bt9tfJG,8YFWjNuom6bt9tfJG,8YFWjNuom6bt9tfJG,8YFWjNuom6bt9tfJG,8YFWjNuom6bt9tfJG,8YFWjNuom6bt9tfJG,8YFWjNuom6bt9tfJG,8YFWjNuom6bt9tfJG,8YFWjNuom6bt9tfJG,8YFWjNuom6bt9tfJG,8YFWjNuom6bt9tfJG,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G,W4MQ5woSyJjCuAE5G","listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener",Laju,/avatars/jdenticon/Cole,Cole,#A9385B,red,setA,1.350000000000001,room1,W4MQ5woSyJjCuAE5G,listener,/experiment/tangram_A.png,,
Zvis4zQYCcmj9WPAS,,2022-05-25T21:22:34Z,2022-05-25T21:22:34Z,1,"instructions,blueD,blueB,blueC,blueA,blueF,blueE,blueG,blueH,ExitSurvey",2022-05-25T21:55:52Z,finished,,,2022-05-25T21:17:40Z,"/experiment/tangram_F.png,/experiment/tangram_H.png,/experiment/tangram_G.png,/experiment/tangram_E.png","3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3po2pCre5CgtX7euo,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq","listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener",Laju,/avatars/jdenticon/Cole,Cole,#A9385B,blue,setA,1.320000000000001,room1,avSXPP4tF6v6Z3hAq,listener,/experiment/tangram_G.png,,
3po2pCre5CgtX7euo,,2022-05-25T21:24:20Z,2022-05-25T21:24:20Z,1,"instructions,blueE,blueF,blueG,blueH,blueA,blueC,blueD,blueB,ExitSurvey",2022-05-25T21:55:52Z,finished,,,2022-05-25T21:17:52Z,"/experiment/tangram_H.png,/experiment/tangram_E.png,/experiment/tangram_F.png,/experiment/tangram_G.png","Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,Zvis4zQYCcmj9WPAS,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,avSXPP4tF6v6Z3hAq,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv,3cNdpmDp6YkmE9HPv","speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker",Minu,/avatars/jdenticon/Alexandra,Alexandra,#D075A7,blue,setB,1.350000000000001,room0,3cNdpmDp6YkmE9HPv,speaker,/experiment/tangram_E.png,,
SHbgxdZByJ5zKdzsN,,2022-05-25T21:21:05Z,2022-05-25T21:21:05Z,1,,2022-05-25T21:27:05Z,custom,,,2022-05-25T21:17:58Z,"/experiment/tangram_A.png,/experiment/tangram_D.png,/experiment/tangram_B.png,/experiment/tangram_C.png","YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,YbNxtmiRbJXTs2LrL,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN","speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker",Minu,/avatars/jdenticon/Katherine,Katherine,#444EA1,blue,setB,0,room1,YbNxtmiRbJXTs2LrL,speaker,false,164,true
YbNxtmiRbJXTs2LrL,,2022-05-25T21:23:12Z,2022-05-25T21:23:12Z,1,,2022-05-25T21:27:05Z,custom,,,2022-05-25T21:18:07Z,"/experiment/tangram_D.png,/experiment/tangram_C.png,/experiment/tangram_A.png,/experiment/tangram_B.png","SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,SHbgxdZByJ5zKdzsN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,Lh8xvM6SCfrxXj6wN,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG,mwnCYbiaYqXevrLMG","listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,speaker,speaker,speaker,speaker,listener,listener,listener,listener,speaker,speaker,speaker,speaker,listener,listener,listener,listener",Laju,/avatars/jdenticon/Kayla,Kayla,#57AEC6,red,setB,0,room1,SHbgxdZByJ5zKdzsN,listener,false,1993,true
