_id,index,stageIds,gameId,createdAt,data.target,data.numTrials,data.trialNum,data.numPartners,data.partnerNum,data.repNum,data.chat,data.room0data,data.room1data,data.room0response,data.room0correct,data.room1response,data.room1correct
Ypvb38ofJao8crtJk,40,LgZ4fEwtZo44kHKQw,RfQj6i5FTEKewPtdP,2021-01-21T20:21:05Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_A.png""}",16,8,3,2,2,"{""text"":""leg in the air"",""playerId"":""bohYp3XXpnHCpxAz3"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""bowl"",""playerId"":""9c7sE3HpQbK6YnS5x"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""}",,,/experiment/tangram_D.png,true,/experiment/tangram_A.png,true
dzLsDSRWK5sMRytcr,41,wAbFgh7ztpiQkC9z2,RfQj6i5FTEKewPtdP,2021-01-21T20:21:05Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_C.png""}",16,9,3,2,2,"{""text"":""hands up"",""playerId"":""9c7sE3HpQbK6YnS5x"",""roomId"":""room0"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""hands in the air"",""playerId"":""bohYp3XXpnHCpxAz3"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""}",,,/experiment/tangram_C.png,true,/experiment/tangram_C.png,true
3p9zZBKaX6Rw4krr6,42,ih35ATZfWeD9b6DNh,RfQj6i5FTEKewPtdP,2021-01-21T20:21:05Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_D.png""}",16,10,3,2,2,"{""text"":""mouse"",""playerId"":""9c7sE3HpQbK6YnS5x"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""bowl in hand"",""playerId"":""bohYp3XXpnHCpxAz3"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""}",,,/experiment/tangram_B.png,true,/experiment/tangram_D.png,true
pCqZuK68N5MoR94Zh,43,yh3KgjPiWKo4f8D5M,RfQj6i5FTEKewPtdP,2021-01-21T20:21:05Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_B.png""}",16,11,3,2,2,"{""text"":""zombie"",""playerId"":""9c7sE3HpQbK6YnS5x"",""roomId"":""room0"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""mouse"",""playerId"":""bohYp3XXpnHCpxAz3"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""}",,,/experiment/tangram_A.png,true,/experiment/tangram_B.png,true
FA6JSyYKZvw59bQZC,44,JDcdnzsRcZW4Ytyiq,RfQj6i5FTEKewPtdP,2021-01-21T20:21:05Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_D.png""}",16,12,3,2,3,"{""text"":""bowl"",""playerId"":""ozxL7gp6r7bDGzetz"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""bowl"",""playerId"":""bEgykACcvR4qXLeyT"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""}",,,/experiment/tangram_D.png,true,/experiment/tangram_D.png,true
TbCLT8hD68q6sS66A,45,AP8AfkrGPYcpSCzj7,RfQj6i5FTEKewPtdP,2021-01-21T20:21:05Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_C.png""}",16,13,3,2,3,"{""text"":""hands up"",""playerId"":""ozxL7gp6r7bDGzetz"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""zombie"",""playerId"":""bEgykACcvR4qXLeyT"",""roomId"":""room0"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""}",,,/experiment/tangram_A.png,true,/experiment/tangram_C.png,true
zR9yv7qqpCixb75ut,46,fHKDY5qZdcwdnameX,RfQj6i5FTEKewPtdP,2021-01-21T20:21:05Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_B.png""}",16,14,3,2,3,"{""text"":""hands up"",""playerId"":""bEgykACcvR4qXLeyT"",""roomId"":""room0"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""moiuse"",""playerId"":""ozxL7gp6r7bDGzetz"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""}",,,/experiment/tangram_C.png,true,false,false
n7n9tnXfJKiXnECaj,47,gA6QSc6FWpbfSScN7,RfQj6i5FTEKewPtdP,2021-01-21T20:21:05Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_A.png""}",16,15,3,2,3,"{""text"":""leg up"",""playerId"":""ozxL7gp6r7bDGzetz"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""mouse"",""playerId"":""bEgykACcvR4qXLeyT"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""}",,,/experiment/tangram_B.png,true,/experiment/tangram_A.png,true
SZDK8XPzB5AmBvGWs,0,oespMa5XWq9cpGng4,tpY4W7eRoxEtupkmw,2021-01-21T20:22:43Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_D.png""}",16,0,3,0,0,"{""text"":""the ghost one"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""Could you describe the tangram?"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""listener""}",,,false,false,false,false
FnmaFhSZ222Qv3G2R,1,9CnEZF6deHwM57zf3,tpY4W7eRoxEtupkmw,2021-01-21T20:22:43Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_C.png""}",16,1,3,0,0,"{""text"":""one looking like he is praying"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""it looks like he have one hand on the left and one on the right"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""or like the tower"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""he looks like he is confused"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""head up?"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""listener""},{""text"":""nice!"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""ye"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""Got it! Thank you!"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""listener""}",,,false,false,false,false
NJDXxmgXNtELJESSA,2,tYeQdcZ8og6gDTucj,tpY4W7eRoxEtupkmw,2021-01-21T20:22:43Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_A.png""}",16,2,3,0,0,"{""text"":""the one looking like a woman"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""with the breasts"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""it has like a wings on the back"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""and he is walking left"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""and in dress"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""and has a wings on the left"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""lol"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""listener""},{""text"":""and head on the right"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""is it the one kneeling?"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""listener""},{""text"":""nope"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""Im right tho"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""}",,,false,false,false,false
eMWSniRqjAdwPzdwo,3,fRmdMSLC3J92Q5Z64,tpY4W7eRoxEtupkmw,2021-01-21T20:22:43Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_B.png""}",16,3,3,0,0,"{""text"":""he is on the knees"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""the one looking like doing karate"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""but low on them"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""like standing on one leg"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""nice"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""one leg up?"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room0"",""target"":""/experiment/tangram_A.png"",""role"":""listener""},{""text"":""yeah ok"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room0"",""target"":""/experiment/tangram_A.png"",""role"":""listener""},{""text"":""yup"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""}",,,/experiment/tangram_A.png,true,/experiment/tangram_B.png,true
KdkzXd2Yt4XybYk5P,4,sZtjHvRdqmbBLHt3G,tpY4W7eRoxEtupkmw,2021-01-21T20:22:43Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_B.png""}",16,4,3,0,1,"{""text"":""that karate one"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room0"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""The tangram looks like it's kneeling"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""write something"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""listener""},{""text"":""oh ookay"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""listener""},{""text"":""Facing right"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""}",,,/experiment/tangram_A.png,true,/experiment/tangram_B.png,true
8zFdReYhDczB9A97m,5,WpKQ3rrarEKMBf4Bk,tpY4W7eRoxEtupkmw,2021-01-21T20:22:43Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_C.png""}",16,5,3,0,1,"{""text"":""the praying one"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""The tangram looks like it's shrugging"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""And pending towards the left"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""}",,,false,false,false,false
5tKYiRWC9jmLnjmEg,6,cdrhYaEMinHg33bTi,tpY4W7eRoxEtupkmw,2021-01-21T20:22:43Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_D.png""}",16,6,3,0,1,"{""text"":""the ghost one / two arms up"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room0"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""tangram looks like standing upright"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""and carrying something"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""facing left"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""it's not walking"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""ah sorry"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""listener""}",,,/experiment/tangram_C.png,true,/experiment/tangram_A.png,false
yboSWeDKhRnuG4yBu,7,whgSyEfbFgejJfEKF,tpY4W7eRoxEtupkmw,2021-01-21T20:22:43Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_A.png""}",16,7,3,0,1,"{""text"":""the titties"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""i mean"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""you know"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""The tangram looks like it's walking towards the left"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""with head on the right?"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""listener""},{""text"":""with the square head pending towards the right"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""}",,,false,false,false,false
WEixBbamEn6hoARLd,8,CTXjWD8ZxYmgjZtqr,tpY4W7eRoxEtupkmw,2021-01-21T20:22:43Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_C.png""}",16,8,3,0,2,"{""text"":""the ghost"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""tangram looks like he is condused"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""Is it shrugging?"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""listener""},{""text"":""confused"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""yes"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""shrugging one"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""i feel like other pairs are not communicating as well or what"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room0"",""target"":""/experiment/tangram_C.png"",""role"":""listener""}",,,/experiment/tangram_C.png,true,/experiment/tangram_C.png,true
7LEAfdSwxvnoJXDqq,9,etsKpNqM6WdPJjKTT,tpY4W7eRoxEtupkmw,2021-01-21T20:22:43Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_B.png""}",16,9,3,0,2,"{""text"":""praying on the knees"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""or maybe just one pair afk"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""the monk"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""praying"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""Facing right?"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""listener""},{""text"":""the smallest one from all"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""yes"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""}",,,/experiment/tangram_D.png,true,/experiment/tangram_B.png,true
ynP2ZMf3jGBvFmhop,10,AGmanhCJrgThimgSv,tpY4W7eRoxEtupkmw,2021-01-21T20:22:43Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_D.png""}",16,10,3,0,2,"{""text"":""one leg up"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""you said he is crying"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""but for me he looks like a pope"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""stream chromatica"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room0"",""target"":""/experiment/tangram_A.png"",""role"":""listener""}",,,/experiment/tangram_A.png,true,/experiment/tangram_D.png,true
8YNGchq4aHDqvCoEe,11,qS7R774JfZok4NAQH,tpY4W7eRoxEtupkmw,2021-01-21T20:22:43Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_A.png""}",16,11,3,0,2,"{""text"":""titties"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""one that we didnt pick yet"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""you didnt pick him yet"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""}",,,/experiment/tangram_B.png,true,/experiment/tangram_A.png,true
m6Wu2fxoPLGEAywSu,12,HcPSkchFgnChcPrZu,tpY4W7eRoxEtupkmw,2021-01-21T20:22:43Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_A.png""}",16,12,3,0,3,"{""text"":""praying"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""The one walking towards left"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""With head on the right"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""and crying?"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""listener""},{""text"":""no"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""}",,,/experiment/tangram_B.png,false,/experiment/tangram_C.png,false
ZMbhKAWdrD3FpGxYP,13,bWj8X6YMhDz5GgQ8F,tpY4W7eRoxEtupkmw,2021-01-21T20:22:43Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_C.png""}",16,13,3,0,3,"{""text"":""err same"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""boobies again"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""the one shrugging"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""i didnt get any message yet"",""playerId"":""GxLyHgZdotiHncJai"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""listener""}",,,false,false,false,false
J5HEP686rdKr4APZf,14,YCgj5JPbgaCRo9Qbc,tpY4W7eRoxEtupkmw,2021-01-21T20:22:43Z,"{""room0"":""/experiment/tangram_A.png"",""room1"":""/experiment/tangram_B.png""}",16,14,3,0,3,"{""text"":""one leg"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room0"",""target"":""/experiment/tangram_A.png"",""role"":""speaker""},{""text"":""The one that looks like he's on his knees, facing left"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""facing right"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""not left"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""phew"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""}",,,/experiment/tangram_A.png,true,/experiment/tangram_B.png,true
92AraeMBNNNE7vToi,15,C3MhKH4pfWaY4hpie,tpY4W7eRoxEtupkmw,2021-01-21T20:22:43Z,"{""room0"":""/experiment/tangram_C.png"",""room1"":""/experiment/tangram_D.png""}",16,15,3,0,3,"{""text"":""ghost"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room0"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""The one that looks like it's holding something standing"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""facing left"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""}",,,/experiment/tangram_C.png,true,/experiment/tangram_D.png,true
49gin6nH9Qz4iPqmH,16,"6zuFKHoyxGthwPvw5,C6wGF8MrZRD3mHDaZ",tpY4W7eRoxEtupkmw,2021-01-21T20:22:43Z,"{""room0"":""/experiment/tangram_B.png"",""room1"":""/experiment/tangram_C.png""}",16,0,3,1,0,"{""text"":""em"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""something wrong"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""two arms up"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room1"",""target"":""/experiment/tangram_C.png"",""role"":""speaker""},{""text"":""Well the woman with titties"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""in dress"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""What is it?"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""listener""},{""text"":""all seems fine on my end"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""listener""},{""text"":""like looking up"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""Oh, the one facing left?"",""playerId"":""Q72XWrb8xmoDeJgP3"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""listener""},{""text"":""if the square is head"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""ye"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""},{""text"":""noo"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_B.png"",""role"":""speaker""}",,,false,false,false,false
gS2RbJj2YzMTMJktA,17,3sy5bogcPB296Tiji,tpY4W7eRoxEtupkmw,2021-01-21T20:22:43Z,"{""room0"":""/experiment/tangram_D.png"",""room1"":""/experiment/tangram_D.png""}",16,1,3,1,0,"{""text"":""the same u did earlier"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""monk/praying figure"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""the monk praying"",""playerId"":""7QnSd2kfFHmh5gcQ7"",""roomId"":""room0"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""the one with the head looking up"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""},{""text"":""no not that"",""playerId"":""Yq2j5SNQCXEyXe6ep"",""roomId"":""room1"",""target"":""/experiment/tangram_D.png"",""role"":""speaker""}",,,/experiment/tangram_D.png,true,/experiment/tangram_B.png,false
